Date,flow,temp,salt,aed_oxygen_oxy,aed_nitrogen_nit,aed_phosphorus_frp
1971-12-20,3.3715008,8,0.31222,400.40625,155.3223913,0.005536842
1971-12-21,3.3715008,8,0.31222,400.40625,155.5613925,0.005536842
1971-12-22,3.3715008,8,0.31222,400.40625,155.8003938,0.005536842
1971-12-23,3.3715008,8,0.31222,400.40625,156.039395,0.005536842
1971-12-24,3.3715008,8,0.31222,400.40625,156.2783962,0.005536842
1971-12-25,3.3715008,8,0.31222,400.40625,156.5173974,0.005536842
1971-12-26,3.3715008,8,0.31222,400.40625,156.7563986,0.005536842
1971-12-27,3.3715008,8,0.31222,400.40625,156.9953998,0.005536842
1971-12-28,3.3715008,8,0.31222,400.40625,157.234401,0.005536842
1971-12-29,3.3715008,8,0.31222,400.40625,157.4734022,0.005536842
1971-12-30,3.3715008,8,0.31222,400.40625,157.7124035,0.005536842
1971-12-31,3.3715008,8,0.31222,400.40625,157.9514047,0.005536842
1972-01-01,3.3715008,8,0.31222,400.40625,158.1904059,0.005536842
1972-01-02,3.3715008,8,0.31222,400.40625,158.4294071,0.005536842
1972-01-03,3.3715008,8,0.31222,400.40625,158.6684083,0.005536842
1972-01-04,3.3715008,8,0.31222,400.40625,158.9074095,0.005536842
1972-01-05,3.3715008,8,0.31222,400.40625,159.1464107,0.005536842
1972-01-06,3.3715008,8,0.31222,400.40625,159.3854119,0.005536842
1972-01-07,3.3715008,8,0.31222,400.40625,159.6244131,0.005536842
1972-01-08,3.3715008,8,0.31222,400.40625,159.8634144,0.005536842
1972-01-09,3.3715008,8,0.31222,400.40625,160.1024156,0.005536842
1972-01-10,3.3715008,8,0.31222,400.40625,160.3414168,0.005536842
1972-01-11,3.3715008,8,0.31222,400.40625,160.580418,0.005536842
1972-01-12,3.3715008,8,0.31222,400.40625,160.8194192,0.005536842
1972-01-13,3.3715008,8,0.31222,400.40625,161.0584204,0.005536842
1972-01-14,3.3715008,8,0.31222,400.40625,161.2974216,0.005536842
1972-01-15,3.3715008,8,0.31222,400.40625,161.5364229,0.005536842
1972-01-16,3.3715008,8,0.31222,400.40625,161.775424,0.005536842
1972-01-17,3.3715008,8,0.31222,400.40625,162.0144253,0.005536842
1972-01-18,3.3715008,8,0.31222,400.40625,162.2534265,0.005536842
1972-01-19,3.3715008,8,0.31222,400.40625,162.4924277,0.005536842
1972-01-20,3.3715008,8,0.31222,400.40625,162.7314289,0.005536842
1972-01-21,3.3715008,8,0.31222,400.40625,162.9704302,0.005536842
1972-01-22,3.3715008,8,0.31222,400.40625,163.2094313,0.005536842
1972-01-23,3.3715008,8,0.31222,400.40625,163.4484326,0.005536842
1972-01-24,3.3715008,8,0.31222,400.40625,163.6874337,0.005536842
1972-01-25,3.3715008,8,0.31222,400.40625,163.926435,0.005536842
1972-01-26,3.3715008,8,0.31222,400.40625,164.1654361,0.005536842
1972-01-27,3.3715008,8,0.31222,400.40625,164.4044374,0.005536842
1972-01-28,3.3715008,8,0.31222,400.40625,164.6434385,0.005536842
1972-01-29,3.3715008,8,0.31222,400.40625,164.8824398,0.005536842
1972-01-30,3.3715008,8,0.31222,400.40625,165.121441,0.005536842
1972-01-31,3.3715008,8,0.31222,400.40625,165.3604423,0.005536842
1972-02-01,3.3715008,8,0.31222,400.40625,165.5994434,0.005536842
1972-02-02,3.3715008,8,0.31222,400.40625,165.8384447,0.005536842
1972-02-03,3.3715008,8,0.31222,400.40625,166.0774458,0.005536842
1972-02-04,3.3715008,8,0.31222,400.40625,166.3164471,0.005536842
1972-02-05,3.3715008,8,0.31222,400.40625,166.5554482,0.005536842
1972-02-06,3.3715008,8,0.31222,400.40625,166.7944495,0.005536842
1972-02-07,3.3715008,8,0.31222,400.40625,167.0334506,0.005536842
1972-02-08,3.3715008,8,0.31222,400.40625,167.2724519,0.005536842
1972-02-09,3.3715008,8,0.31222,400.40625,167.5114531,0.005536842
1972-02-10,3.3715008,8,0.31222,400.40625,167.7504544,0.005536842
1972-02-11,3.3715008,8,0.31222,400.40625,167.9894555,0.005536842
1972-02-12,3.3715008,8,0.31222,400.40625,168.2284568,0.005536842
1972-02-13,3.3715008,8,0.31222,400.40625,168.4674579,0.005536842
1972-02-14,3.3715008,8,0.31222,400.40625,168.7064592,0.005536842
1972-02-15,3.3715008,8,0.31222,400.40625,168.9454603,0.005536842
1972-02-16,3.3715008,8,0.31222,400.40625,169.1844616,0.005536842
1972-02-17,3.3715008,8,0.31222,400.40625,169.4234627,0.005536842
1972-02-18,3.3715008,8,0.31222,400.40625,169.662464,0.005536842
1972-02-19,3.3715008,8,0.31222,400.40625,169.9014653,0.005536842
1972-02-20,3.3715008,8,0.31222,400.40625,170.1404665,0.005536842
1972-02-21,3.3715008,8,0.31222,400.40625,170.3794677,0.005536842
1972-02-22,3.3715008,8,0.31222,400.40625,170.6184689,0.005536842
1972-02-23,3.3715008,8,0.31222,400.40625,170.8574702,0.005536842
1972-02-24,3.3715008,8,0.31222,400.40625,171.0964713,0.005536842
1972-02-25,3.3715008,8,0.31222,400.40625,171.3354726,0.005536842
1972-02-26,3.3715008,8,0.31222,400.40625,171.5744737,0.005536842
1972-02-27,3.3715008,8,0.31222,400.40625,171.813475,0.005536842
1972-02-28,3.3715008,8,0.31222,400.40625,172.0524761,0.005536842
1972-02-29,3.3715008,8,0.31222,400.40625,172.2914774,0.005536842
1972-03-01,3.3715008,8,0.31222,400.40625,172.5304785,0.005536842
1972-03-02,3.3715008,8,0.31222,400.40625,172.7694798,0.005536842
1972-03-03,3.3715008,8,0.31222,400.40625,173.008481,0.005536842
1972-03-04,3.3715008,8,0.31222,400.40625,173.2474823,0.005536842
1972-03-05,3.3715008,8,0.31222,400.40625,173.4864834,0.005536842
1972-03-06,3.3715008,8,0.31222,400.40625,173.7254847,0.005536842
1972-03-07,3.3715008,8,0.31222,400.40625,173.9644858,0.005536842
1972-03-08,3.3715008,8,0.31222,400.40625,174.2034871,0.005536842
1972-03-09,3.3715008,8,0.31222,400.40625,174.4424882,0.005536842
1972-03-10,3.3715008,8,0.31222,400.40625,174.6814895,0.005536842
1972-03-11,3.3715008,8,0.31222,400.40625,174.9204906,0.005536842
1972-03-12,3.3715008,8,0.31222,400.40625,175.1594919,0.005536842
1972-03-13,3.3715008,8,0.31222,400.40625,175.3984931,0.005536842
1972-03-14,3.3715008,8,0.31222,400.40625,175.6374944,0.005536842
1972-03-15,3.3715008,8,0.31222,400.40625,175.8764955,0.005536842
1972-03-16,3.3715008,8,0.31222,400.40625,176.1154968,0.005536842
1972-03-17,3.3715008,8,0.31222,400.40625,176.3544979,0.005536842
1972-03-18,3.3715008,8,0.31222,400.40625,176.5934992,0.005536842
1972-03-19,3.3715008,8,0.31222,400.40625,176.8325003,0.005536842
1972-03-20,3.3715008,8,0.31222,400.40625,177.0715016,0.005536842
1972-03-21,3.3715008,8,0.31222,400.40625,177.3105027,0.005536842
1972-03-22,3.3715008,8,0.31222,400.40625,177.549504,0.005536842
1972-03-23,3.3715008,8,0.31222,400.40625,177.7885052,0.005536842
1972-03-24,3.3715008,8,0.31222,400.40625,178.0275065,0.005536842
1972-03-25,3.3715008,8,0.31222,400.40625,178.2665076,0.005536842
1972-03-26,3.3715008,8,0.31222,400.40625,178.5055089,0.005536842
1972-03-27,3.3715008,8,0.31222,400.40625,178.74451,0.005536842
1972-03-28,3.3715008,8,0.31222,400.40625,178.9835113,0.005536842
1972-03-29,3.3715008,8,0.31222,400.40625,179.2225124,0.005536842
1972-03-30,3.3715008,8,0.31222,400.40625,179.4615137,0.005536842
1972-03-31,3.3715008,8,0.31222,400.40625,179.7005148,0.005536842
1972-04-01,3.3715008,8,0.31222,400.40625,179.9395161,0.005536842
1972-04-02,3.3715008,8,0.31222,400.40625,180.1785174,0.005536842
1972-04-03,3.3715008,8,0.31222,400.40625,180.4175185,0.005536842
1972-04-04,3.3715008,8,0.31222,400.40625,180.6565198,0.005536842
1972-04-05,3.3715008,8,0.31222,400.40625,180.895521,0.005536842
1972-04-06,3.3715008,8,0.31222,400.40625,181.1345223,0.005536842
1972-04-07,3.3715008,8,0.31222,400.40625,181.3735234,0.005536842
1972-04-08,3.3715008,8,0.31222,400.40625,181.6125247,0.005536842
1972-04-09,3.3715008,8,0.31222,400.40625,181.8515258,0.005536842
1972-04-10,3.3715008,8,0.31222,400.40625,182.0905271,0.005536842
1972-04-11,3.3715008,8,0.31222,400.40625,182.3295282,0.005536842
1972-04-12,3.3715008,8,0.31222,400.40625,182.5685295,0.005536842
1972-04-13,3.3715008,8,0.31222,400.40625,182.8075306,0.005536842
1972-04-14,3.3715008,8,0.31222,400.40625,183.0465319,0.005536842
1972-04-15,3.3715008,8,0.31222,400.40625,183.2855331,0.005536842
1972-04-16,3.3715008,8,0.31222,400.40625,183.5245344,0.005536842
1972-04-17,3.3715008,8,0.31222,400.40625,183.7635355,0.005536842
1972-04-18,3.3715008,8,0.31222,400.40625,184.0025368,0.005536842
1972-04-19,3.3715008,8,0.31222,400.40625,184.2415379,0.005536842
1972-04-20,3.3715008,8,0.31222,400.40625,184.4805392,0.005536842
1972-04-21,3.3715008,8,0.31222,400.40625,184.7195403,0.005536842
1972-04-22,3.3715008,8,0.31222,400.40625,184.9585416,0.005536842
1972-04-23,3.3715008,8,0.31222,400.40625,185.1975427,0.005536842
1972-04-24,3.3715008,8,0.31222,400.40625,185.436544,0.005536842
1972-04-25,3.3715008,8,0.31222,400.40625,185.6755452,0.005536842
1972-04-26,3.3715008,8,0.31222,400.40625,185.9145465,0.005536842
1972-04-27,3.3715008,8,0.31222,400.40625,186.1535476,0.005536842
1972-04-28,3.3715008,8,0.31222,400.40625,186.3925489,0.005536842
1972-04-29,3.3715008,8,0.31222,400.40625,186.63155,0.005536842
1972-04-30,3.3715008,8,0.31222,400.40625,186.8705513,0.005536842
1972-05-01,3.3715008,8,0.31222,400.40625,187.1095524,0.005536842
1972-05-02,3.3715008,8,0.31222,400.40625,187.3485537,0.005536842
1972-05-03,3.3715008,8,0.31222,400.40625,187.5875548,0.005536842
1972-05-04,3.3715008,8,0.31222,400.40625,187.8265561,0.005536842
1972-05-05,3.3715008,8,0.31222,400.40625,188.0655573,0.005536842
1972-05-06,3.3715008,8,0.31222,400.40625,188.3045585,0.005536842
1972-05-07,3.3715008,8,0.31222,400.40625,188.5435597,0.005536842
1972-05-08,3.3715008,8,0.31222,400.40625,188.782561,0.005536842
1972-05-09,3.3715008,8,0.31222,400.40625,189.0215621,0.005536842
1972-05-10,3.3715008,8,0.31222,400.40625,189.2605634,0.005536842
1972-05-11,3.3715008,8,0.31222,400.40625,189.4995645,0.005536842
1972-05-12,3.3715008,8,0.31222,400.40625,189.7385658,0.005536842
1972-05-13,3.3715008,8,0.31222,400.40625,189.9775669,0.005536842
1972-05-14,3.3715008,8,0.31222,400.40625,190.2165682,0.005536842
1972-05-15,3.3715008,8,0.31222,400.40625,190.4555695,0.005536842
1972-05-16,3.3715008,8,0.31222,400.40625,190.6945706,0.005536842
1972-05-17,3.3715008,8,0.31222,400.40625,190.9335719,0.005536842
1972-05-18,3.3715008,8,0.31222,400.40625,191.1725731,0.005536842
1972-05-19,3.3715008,8,0.31222,400.40625,191.4115744,0.005536842
1972-05-20,3.3715008,8,0.31222,400.40625,191.6505755,0.005536842
1972-05-21,3.3715008,8,0.31222,400.40625,191.8895768,0.005536842
1972-05-22,3.3715008,8,0.31222,400.40625,192.1285779,0.005536842
1972-05-23,3.3715008,8,0.31222,400.40625,192.3675792,0.005536842
1972-05-24,3.3715008,8,0.31222,400.40625,192.6065803,0.005536842
1972-05-25,3.3715008,8,0.31222,400.40625,192.8455816,0.005536842
1972-05-26,3.3715008,8,0.31222,400.40625,193.0845827,0.005536842
1972-05-27,3.3715008,8,0.31222,400.40625,193.323584,0.005536842
1972-05-28,3.3715008,8,0.31222,400.40625,193.5625852,0.005536842
1972-05-29,3.3715008,8,0.31222,400.40625,193.8015865,0.005536842
1972-05-30,3.3715008,8,0.31222,400.40625,194.0405876,0.005536842
1972-05-31,3.3715008,8,0.31222,400.40625,194.2795889,0.005536842
1972-06-01,3.3715008,8,0.31222,400.40625,194.51859,0.005536842
1972-06-02,3.3715008,8,0.31222,400.40625,194.7575913,0.005536842
1972-06-03,3.3715008,8,0.31222,400.40625,194.9965924,0.005536842
1972-06-04,3.3715008,8,0.31222,400.40625,195.2355937,0.005536842
1972-06-05,3.3715008,8,0.31222,400.40625,195.4745948,0.005536842
1972-06-06,3.3715008,8,0.31222,400.40625,195.7135961,0.005536842
1972-06-07,3.3715008,8,0.31222,400.40625,195.9525973,0.005536842
1972-06-08,3.3715008,8,0.31222,400.40625,196.1915985,0.005536842
1972-06-09,3.3715008,8,0.31222,400.40625,196.4305997,0.005536842
1972-06-10,3.3715008,8,0.31222,400.40625,196.669601,0.005536842
1972-06-11,3.3715008,8,0.31222,400.40625,196.9086021,0.005536842
1972-06-12,3.3715008,8,0.31222,400.40625,197.1476034,0.005536842
1972-06-13,3.3715008,8,0.31222,400.40625,197.3866045,0.005536842
1972-06-14,3.3715008,8,0.31222,400.40625,197.6256058,0.005536842
1972-06-15,3.3715008,8,0.31222,400.40625,197.8646069,0.005536842
1972-06-16,3.3715008,8,0.31222,400.40625,198.1036082,0.005536842
1972-06-17,3.3715008,8,0.31222,400.40625,198.3426094,0.005536842
1972-06-18,3.3715008,8,0.31222,400.40625,198.5816106,0.005536842
1972-06-19,3.3715008,8,0.31222,400.40625,198.8206118,0.005536842
1972-06-20,3.3715008,8,0.31222,400.40625,199.0596131,0.005536842
1972-06-21,3.3715008,8,0.31222,400.40625,199.2986142,0.005536842
1972-06-22,3.3715008,8,0.31222,400.40625,199.5376155,0.005536842
1972-06-23,3.3715008,8,0.31222,400.40625,199.7766166,0.005536842
1972-06-24,3.3715008,8,0.31222,400.40625,200.0156179,0.005536842
1972-06-25,3.3715008,8,0.31222,400.40625,200.254619,0.005536842
1972-06-26,3.3715008,8,0.31222,400.40625,200.4936203,0.005536842
1972-06-27,3.3715008,8,0.31222,400.40625,200.7326216,0.005536842
1972-06-28,3.3715008,8,0.31222,400.40625,200.9716227,0.005536842
1972-06-29,3.3715008,8,0.31222,400.40625,201.210624,0.005536842
1972-06-30,3.3715008,8,0.31222,400.40625,201.4496252,0.005536842
1972-07-01,3.3715008,8,0.31222,400.40625,201.6886265,0.005536842
1972-07-02,3.3715008,8,0.31222,400.40625,201.9276276,0.005536842
1972-07-03,3.3715008,8,0.31222,400.40625,202.1666289,0.005536842
1972-07-04,3.3715008,8,0.31222,400.40625,202.40563,0.005536842
1972-07-05,3.3715008,8,0.31222,400.40625,202.6446313,0.005536842
1972-07-06,3.3715008,8,0.31222,400.40625,202.8836324,0.005536842
1972-07-07,3.3715008,8,0.31222,400.40625,203.1226337,0.005536842
1972-07-08,3.3715008,8,0.31222,400.40625,203.3616348,0.005536842
1972-07-09,3.3715008,8,0.31222,400.40625,203.6006361,0.005536842
1972-07-10,3.3715008,8,0.31222,400.40625,203.8396373,0.005536842
1972-07-11,3.3715008,8,0.31222,400.40625,204.0786385,0.005536842
1972-07-12,3.3715008,8,0.31222,400.40625,204.3176397,0.005536842
1972-07-13,3.3715008,8,0.31222,400.40625,204.556641,0.005536842
1972-07-14,3.3715008,8,0.31222,400.40625,204.7956421,0.005536842
1972-07-15,3.3715008,8,0.31222,400.40625,205.0346434,0.005536842
1972-07-16,3.3715008,8,0.31222,400.40625,205.2736445,0.005536842
1972-07-17,3.3715008,8,0.31222,400.40625,205.5126458,0.005536842
1972-07-18,3.3715008,8,0.31222,400.40625,205.7516469,0.005536842
1972-07-19,3.3715008,8,0.31222,400.40625,205.9906482,0.005536842
1972-07-20,3.3715008,8,0.31222,400.40625,206.2296494,0.005536842
1972-07-21,3.3715008,8,0.31222,400.40625,206.4686506,0.005536842
1972-07-22,3.3715008,8,0.31222,400.40625,206.7076518,0.005536842
1972-07-23,3.3715008,8,0.31222,400.40625,206.9466531,0.005536842
1972-07-24,3.3715008,8,0.31222,400.40625,207.1856542,0.005536842
1972-07-25,3.3715008,8,0.31222,400.40625,207.4246555,0.005536842
1972-07-26,3.3715008,8,0.31222,400.40625,207.6636566,0.005536842
1972-07-27,3.3715008,8,0.31222,400.40625,207.9026579,0.005536842
1972-07-28,3.3715008,8,0.31222,400.40625,208.141659,0.005536842
1972-07-29,3.3715008,8,0.31222,400.40625,208.3806603,0.005536842
1972-07-30,3.3715008,8,0.31222,400.40625,208.6196615,0.005536842
1972-07-31,3.3715008,8,0.31222,400.40625,208.8586627,0.005536842
1972-08-01,3.3715008,8,0.31222,400.40625,209.0976639,0.005536842
1972-08-02,3.3715008,8,0.31222,400.40625,209.3366652,0.005536842
1972-08-03,3.3715008,8,0.31222,400.40625,209.5756663,0.005536842
1972-08-04,3.3715008,8,0.31222,400.40625,209.8146676,0.005536842
1972-08-05,3.3715008,8,0.31222,400.40625,210.0536687,0.005536842
1972-08-06,3.3715008,8,0.31222,400.40625,210.29267,0.005536842
1972-08-07,3.3715008,8,0.31222,400.40625,210.5316713,0.005536842
1972-08-08,3.3715008,8,0.31222,400.40625,210.7706724,0.005536842
1972-08-09,3.3715008,8,0.31222,400.40625,211.0096737,0.005536842
1972-08-10,3.3715008,8,0.31222,400.40625,211.2486748,0.005536842
1972-08-11,3.3715008,8,0.31222,400.40625,211.4876761,0.005536842
1972-08-12,3.3715008,8,0.31222,400.40625,211.7266773,0.005536842
1972-08-13,3.3715008,8,0.31222,400.40625,211.9656785,0.005536842
1972-08-14,3.3715008,8,0.31222,400.40625,212.2046797,0.005536842
1972-08-15,3.3715008,8,0.31222,400.40625,212.443681,0.005536842
1972-08-16,3.3715008,8,0.31222,400.40625,212.6826821,0.005536842
1972-08-17,3.3715008,8,0.31222,400.40625,212.9216834,0.005536842
1972-08-18,3.3715008,8,0.31222,400.40625,213.1606845,0.005536842
1972-08-19,3.3715008,8,0.31222,400.40625,213.3996858,0.005536842
1972-08-20,3.3715008,8,0.31222,400.40625,213.6386869,0.005536842
1972-08-21,3.3715008,8,0.31222,400.40625,213.8776882,0.005536842
1972-08-22,3.3715008,8,0.31222,400.40625,214.1166894,0.005536842
1972-08-23,3.3715008,8,0.31222,400.40625,214.3556906,0.005536842
1972-08-24,3.3715008,8,0.31222,400.40625,214.5946918,0.005536842
1972-08-25,3.3715008,8,0.31222,400.40625,214.8336931,0.005536842
1972-08-26,3.3715008,8,0.31222,400.40625,215.0726942,0.005536842
1972-08-27,3.3715008,8,0.31222,400.40625,215.3116955,0.005536842
1972-08-28,3.3715008,8,0.31222,400.40625,215.5506966,0.005536842
1972-08-29,3.3715008,8,0.31222,400.40625,215.7896979,0.005536842
1972-08-30,3.3715008,8,0.31222,400.40625,216.028699,0.005536842
1972-08-31,3.3715008,8,0.31222,400.40625,216.2677003,0.005536842
1972-09-01,3.3715008,8,0.31222,400.40625,216.5067015,0.005536842
1972-09-02,3.3715008,8,0.31222,400.40625,216.7457027,0.005536842
1972-09-03,3.3715008,8,0.31222,400.40625,216.9847039,0.005536842
1972-09-04,3.3715008,8,0.31222,400.40625,217.2237052,0.005536842
1972-09-05,3.3715008,8,0.31222,400.40625,217.4627063,0.005536842
1972-09-06,3.3715008,8,0.31222,400.40625,217.7017076,0.005536842
1972-09-07,3.3715008,8,0.31222,400.40625,217.9407087,0.005536842
1972-09-08,3.3715008,8,0.31222,400.40625,218.17971,0.005536842
1972-09-09,3.3715008,8,0.31222,400.40625,218.4187111,0.005536842
1972-09-10,3.3715008,8,0.31222,400.40625,218.6577124,0.005536842
