time,ShortWave,Cloud,AirTemp,RelHum,WindSpeed,Rain
1993-12-07 00:00:00,0,1,1.3,100,1,0
1993-12-07 01:00:00,0,1,1.4,100,0.5,0
1993-12-07 02:00:00,0,1,1.4,100,1,0
1993-12-07 03:00:00,0,1,1.4,100,1,0
1993-12-07 04:00:00,0,1,1.4,100,0,0
1993-12-07 05:00:00,0,1,1.3,100,0.5,0
1993-12-07 06:00:00,0,1,1.5,100,0,1e-04
1993-12-07 07:00:00,0,1,2,99.93,2.1,0
1993-12-07 08:00:00,0,1,2.2,100,4.1,0
1993-12-07 09:00:00,2.78,1,2.3,100,2.6,0
1993-12-07 10:00:00,8.34,1,2.4,99.33,3.1,0
1993-12-07 11:00:00,19.46,1,2.6,90.46,4.6,0
1993-12-07 12:00:00,38.92,1,2.6,89.78,3.1,2e-04
1993-12-07 13:00:00,41.7,1,2.9,89.89,3.6,0
1993-12-07 14:00:00,75.06,1,3.2,87.35,3.1,0
1993-12-07 15:00:00,33.36,1,3,87.27,2.6,0
1993-12-07 16:00:00,8.34,0.875,3.3,86.74,4.6,0
1993-12-07 17:00:00,0,1,4.2,73.05,4.1,0
1993-12-07 18:00:00,0,1,3.8,85.61,4.1,3e-04
1993-12-07 19:00:00,0,1,3.4,93.83,2.1,0
1993-12-07 20:00:00,0,1,2.7,99.26,5.7,0
1993-12-07 21:00:00,0,1,2.9,99.33,5.1,0
1993-12-07 22:00:00,0,1,3.4,97.94,5.1,0
1993-12-07 23:00:00,0,1,3.7,93.25,5.1,0
1993-12-08 00:00:00,0,1,4,90.57,5.7,0.002
1993-12-08 01:00:00,0,1,3.3,97.98,5.7,0
1993-12-08 02:00:00,0,1,2.6,99.97,3.6,0
1993-12-08 03:00:00,0,0.875,2.9,97.87,5.7,0
1993-12-08 04:00:00,0,1,2.8,97.89,4.1,0
1993-12-08 05:00:00,0,1,2.9,99.99,3.1,0
1993-12-08 06:00:00,0,1,3.1,100,2.6,0.005
1993-12-08 07:00:00,0,1,3.4,99.99,2.1,0
1993-12-08 08:00:00,0,1,3.8,100,5.1,0
1993-12-08 09:00:00,13.9,1,4.1,100,5.1,0
1993-12-08 10:00:00,36.14,1,4.2,100,4.1,0
1993-12-08 11:00:00,100.08,1,4.6,93.22,3.1,0
1993-12-08 12:00:00,63.94,1,4.4,97.28,2.6,0.002
1993-12-08 13:00:00,44.48,1,4.2,96.59,3.1,0
1993-12-08 14:00:00,33.36,1,4,100,1.5,0
1993-12-08 15:00:00,13.9,1,4.1,100,2.1,0
1993-12-08 16:00:00,5.56,1,6.1,100,5.7,0
1993-12-08 17:00:00,0,1,7.1,92.82,5.7,0
1993-12-08 18:00:00,0,1,8.1,88.47,9.8,0.002
1993-12-08 19:00:00,0,1,9,82.11,8.2,0
1993-12-08 20:00:00,0,1,9.4,77.8,7.2,0
1993-12-08 21:00:00,0,0.75,9.6,73.58,9.8,0
1993-12-08 22:00:00,0,0.75,10,70.66,8.7,0
1993-12-08 23:00:00,0,0.5,10.2,66.82,9.3,0
1993-12-09 00:00:00,0,0.375,10.4,64.11,9.3,0
1993-12-09 01:00:00,0,0.25,10.9,62.47,10.3,0
1993-12-09 02:00:00,0,0.375,11.4,59.99,10.8,0
1993-12-09 03:00:00,0,0.875,11.1,61.19,10.3,0
1993-12-09 04:00:00,0,0.5,10.4,66.41,8.7,0
1993-12-09 05:00:00,0,0.25,10.4,63.23,8.7,0
1993-12-09 06:00:00,0,0.375,10.4,61.88,9.8,0
1993-12-09 07:00:00,0,0.625,10.8,56.93,11.8,0
1993-12-09 08:00:00,0,0.75,9.1,76.62,10.3,0
1993-12-09 09:00:00,27.8,0.75,9.2,79.89,9.8,0
1993-12-09 10:00:00,102.86,0.625,10.4,66.41,8.7,0
1993-12-09 11:00:00,202.94,0.875,10.7,58.56,7.7,0
1993-12-09 12:00:00,144.56,0.75,7.9,80.28,7.7,6e-04
1993-12-09 13:00:00,239.08,0.875,9.4,53.43,9.8,0
1993-12-09 14:00:00,139,0.875,8.7,59.3,6.2,0
1993-12-09 15:00:00,63.94,0.75,7.9,64.01,7.2,0
1993-12-09 16:00:00,19.46,0.875,8,58.73,6.2,0
1993-12-09 17:00:00,0,0.5,7.8,58.68,7.2,0
1993-12-09 18:00:00,0,0.75,6.9,64.21,6.2,0
1993-12-09 19:00:00,0,0.75,6.8,65.56,4.6,0
1993-12-09 20:00:00,0,0.875,6.3,66.91,3.1,0
1993-12-09 21:00:00,0,0.875,6.9,65.62,4.6,0
1993-12-09 22:00:00,0,0.875,6.3,66.39,3.1,0
1993-12-09 23:00:00,0,0.625,6,66.38,2.6,0
1993-12-10 00:00:00,0,0.625,5.9,65.33,3.6,0
1993-12-10 01:00:00,0,0.625,5.8,67.74,2.6,0
1993-12-10 02:00:00,0,0.75,5.8,69.26,2.1,0
1993-12-10 03:00:00,0,0.25,4.5,75.81,2.1,0
1993-12-10 04:00:00,0,0.25,4,81.95,1,0
1993-12-10 05:00:00,0,0.875,3.7,83.07,1,0
1993-12-10 06:00:00,0,1,4.6,79.76,1,0
1993-12-10 07:00:00,0,0.875,5.5,75.48,1,0
1993-12-10 08:00:00,0,0.875,5.6,75.51,0.5,0
1993-12-10 09:00:00,19.46,0.875,6.1,72.41,2.1,0
1993-12-10 10:00:00,38.92,0.875,6.8,72.55,2.6,0
1993-12-10 11:00:00,55.6,0.875,7.5,70.13,0,0
1993-12-10 12:00:00,147.34,0.875,9.3,66.19,1,0
1993-12-10 13:00:00,133.44,0.875,10.4,60.22,3.6,0
1993-12-10 14:00:00,147.34,0.875,10.8,60.26,3.6,0
1993-12-10 15:00:00,111.2,0.875,10.6,61.54,3.6,0
1993-12-10 16:00:00,52.82,0.875,9.6,65.79,3.1,0
1993-12-10 17:00:00,0,0.875,8.9,69.93,1.5,0
1993-12-10 18:00:00,0,1,8.1,74.37,1.5,0
1993-12-10 19:00:00,0,1,8.1,75.39,1.5,0
1993-12-10 20:00:00,0,1,8.9,71.42,3.6,0
1993-12-10 21:00:00,0,1,9.8,65.33,4.1,0
1993-12-10 22:00:00,0,1,8.7,84.94,7.7,0
1993-12-10 23:00:00,0,0.625,8.9,85.03,9.3,0
1993-12-11 00:00:00,0,1,9.3,78.33,7.2,0.001
1993-12-11 01:00:00,0,1,6.2,90.82,5.1,0
1993-12-11 02:00:00,0,1,5.3,93.95,3.1,0
1993-12-11 03:00:00,0,1,4.9,90.01,2.1,0
1993-12-11 04:00:00,0,0.375,4.9,90.71,5.1,0
1993-12-11 05:00:00,0,0.75,4,92.54,4.1,0
1993-12-11 06:00:00,0,0.5,4.2,93.19,4.1,0.006
1993-12-11 07:00:00,0,0.875,2.1,98.52,4.1,0
1993-12-11 08:00:00,0,0.875,2.9,99.99,4.1,0
1993-12-11 09:00:00,41.7,1,3.3,94.49,9.3,0
1993-12-11 10:00:00,38.92,0.875,2.1,94.44,4.1,0
1993-12-11 11:00:00,152.9,0.75,3.2,88,5.1,0
1993-12-11 12:00:00,205.72,0.875,3.8,79.62,5.7,0.002
1993-12-11 13:00:00,172.36,0.875,2,91.71,5.1,0
1993-12-11 14:00:00,33.36,0.5,1.7,97.17,5.1,0
1993-12-11 15:00:00,119.54,0.875,2.3,86.03,5.7,0
1993-12-11 16:00:00,41.7,0.875,2,86.61,4.6,0
1993-12-11 17:00:00,0,1,2.1,87.26,3.6,0
1993-12-11 18:00:00,0,1,2.2,87.9,4.6,0.001
1993-12-11 19:00:00,0,0.875,1.7,97.9,5.7,0
1993-12-11 20:00:00,0,0.25,2,90.44,5.7,0
1993-12-11 21:00:00,0,0.375,1.6,91.01,5.7,0
1993-12-11 22:00:00,0,0.875,1.7,87.18,4.6,0
1993-12-11 23:00:00,0,0.875,2.2,82.87,6.2,0
1993-12-12 00:00:00,0,0.875,2.1,78.68,5.1,4e-04
1993-12-12 01:00:00,0,1,2,81.08,4.1,0
1993-12-12 02:00:00,0,0.875,1.5,89.02,4.6,0
1993-12-12 03:00:00,0,1,1.1,96.45,4.1,0
1993-12-12 04:00:00,0,0.875,1.1,97.81,4.6,0
1993-12-12 05:00:00,0,1,1.1,97.81,4.6,0
1993-12-12 06:00:00,0,1,1.4,93.07,5.1,0
1993-12-12 07:00:00,0,0.875,1.1,97.06,3.6,0
1993-12-12 08:00:00,0,0.875,1,98.52,4.1,0
1993-12-12 09:00:00,19.46,0.875,1.2,95.01,6.7,0
1993-12-12 10:00:00,133.44,0.875,2,89.73,6.2,0
1993-12-12 11:00:00,127.88,0.875,2.9,85.37,5.7,0
1993-12-12 12:00:00,314.14,0.875,4.9,64.13,4.6,2e-04
1993-12-12 13:00:00,314.14,0.5,5.4,54.69,4.6,0
1993-12-12 14:00:00,250.2,0.5,4.8,54.46,5.1,0
1993-12-12 15:00:00,136.22,0.5,4.4,57.67,3.1,0
1993-12-12 16:00:00,44.48,0.75,3.1,73.81,2.1,0
1993-12-12 17:00:00,0,0.75,2.2,78.12,1,0
1993-12-12 18:00:00,0,0.875,1.8,80.38,1.5,0
1993-12-12 19:00:00,0,0.875,1.3,82.11,2.1,0
1993-12-12 20:00:00,0,1,1.8,75.2,2.6,0
1993-12-12 21:00:00,0,1,2.1,73.19,1.5,0
1993-12-12 22:00:00,0,1,2.3,73.12,1.5,0
1993-12-12 23:00:00,0,1,2.9,67.55,2.1,0
1993-12-13 00:00:00,0,1,3.2,72.25,3.1,0
1993-12-13 01:00:00,0,1,2,89.16,1.5,0
1993-12-13 02:00:00,0,1,1.5,99.31,2.1,0
1993-12-13 03:00:00,0,1,1.7,99.92,1.5,0
1993-12-13 04:00:00,0,1,2.8,95.21,3.6,0
1993-12-13 05:00:00,0,1,5.3,75.97,4.6,0
1993-12-13 06:00:00,0,0.625,5.5,70.71,4.1,0.002
1993-12-13 07:00:00,0,0.625,5.4,70.65,4.1,0
1993-12-13 08:00:00,0,0.625,5.3,70.69,2.6,0
1993-12-13 09:00:00,77.84,0.625,6.7,64.18,5.1,0
1993-12-13 10:00:00,169.58,0.75,7.3,61.1,5.1,0
1993-12-13 11:00:00,197.38,0.5,9.9,49.45,6.7,0
1993-12-13 12:00:00,336.38,0.75,10.3,47.1,6.2,0
1993-12-13 13:00:00,289.12,0.375,11.2,44.97,4.6,0
1993-12-13 14:00:00,261.32,0.125,10.3,46.38,6.2,0
1993-12-13 15:00:00,169.58,0.75,9.8,49.37,4.1,0
1993-12-13 16:00:00,38.92,0.75,8.6,53.97,3.1,0
1993-12-13 17:00:00,0,1,8.1,57.86,4.6,0
1993-12-13 18:00:00,0,1,7.9,57.81,3.1,0
1993-12-13 19:00:00,0,1,7.6,58.62,2.1,0
1993-12-13 20:00:00,0,0.875,7.9,58.66,3.6,0
1993-12-13 21:00:00,0,0.875,8,58.73,3.1,0
1993-12-13 22:00:00,0,1,7.6,58.62,3.1,0
1993-12-13 23:00:00,0,1,7.2,68.52,3.6,0
1993-12-14 00:00:00,0,1,7.2,69.51,2.1,2e-04
1993-12-14 01:00:00,0,1,6.7,84.18,3.6,0
1993-12-14 02:00:00,0,1,6.1,98.67,3.6,0
1993-12-14 03:00:00,0,1,5.2,100,3.6,0
1993-12-14 04:00:00,0,1,4.3,100,3.6,0
1993-12-14 05:00:00,0,1,4,100,4.6,0
1993-12-14 06:00:00,0,1,3.9,99.38,4.1,0.0078
1993-12-14 07:00:00,0,1,3.6,97.96,5.1,0
1993-12-14 08:00:00,0,1,3.4,95.88,4.6,0
1993-12-14 09:00:00,13.9,1,3.4,93.19,4.1,0
1993-12-14 10:00:00,63.94,1,4,86.75,4.6,0
1993-12-14 11:00:00,139,0.75,6.1,70.82,3.1,0
1993-12-14 12:00:00,319.7,0.875,6.7,69.48,4.6,1e-04
1993-12-14 13:00:00,214.06,0.875,6.4,68.43,3.1,0
1993-12-14 14:00:00,152.9,0.625,6,67.77,4.1,0
1993-12-14 15:00:00,111.2,0.375,6.4,65.93,2.1,0
1993-12-14 16:00:00,36.14,0.375,5,70.57,2.6,0
1993-12-14 17:00:00,0,0.375,3.9,75.1,2.1,0
1993-12-14 18:00:00,0,0.5,3,78.82,1.5,0
1993-12-14 19:00:00,0,1,3.2,81.23,1.5,0
1993-12-14 20:00:00,0,1,4,76.29,1.5,0
1993-12-14 21:00:00,0,0.875,4.5,74.74,1.5,0
1993-12-14 22:00:00,0,1,4.2,76.32,1,0
1993-12-14 23:00:00,0,1,4.2,79.11,2.1,0
1993-12-15 00:00:00,0,1,4.1,79.67,2.1,0
1993-12-15 01:00:00,0,0.875,3.9,81.42,2.6,0
1993-12-15 02:00:00,0,1,4,80.85,2.1,0
1993-12-15 03:00:00,0,1,4,81.34,1.5,0
1993-12-15 04:00:00,0,1,3.6,88.59,1.5,0
1993-12-15 05:00:00,0,1,3.1,95.18,3.1,0
1993-12-15 06:00:00,0,1,2.3,95.74,2.1,0
1993-12-15 07:00:00,0,0.875,2.3,95.74,2.1,0
1993-12-15 08:00:00,0,0.875,1.9,95.79,2.1,0
1993-12-15 09:00:00,30.58,0.875,2.3,95.18,2.1,0
1993-12-15 10:00:00,86.18,0.75,3,90.57,1.5,0
1993-12-15 11:00:00,183.48,0.625000000002728,3.8,84.11,1.8,0
1993-12-15 12:00:00,141.78,0.5,4.7,77.45,2.1,0
1993-12-15 13:00:00,222.4,0.75,5.6,68.68,3.1,0
1993-12-15 14:00:00,147.34,0.875,5.7,66.24,3.6,0
1993-12-15 15:00:00,88.96,1,6,64.45,1,0
1993-12-15 16:00:00,27.8,1,5.2,74.8,1.5,0
1993-12-15 17:00:00,0,1,5.1,74.3,2.6,0
1993-12-15 18:00:00,0,1,4.6,79.17,2.6,2e-04
1993-12-15 19:00:00,0,1,4.7,75.81,3.6,0
1993-12-15 20:00:00,0,1,4.2,86.88,4.6,0
1993-12-15 21:00:00,0,1,3.9,93.19,4.1,0
1993-12-15 22:00:00,0,1,3.5,99.29,6.2,0
1993-12-15 23:00:00,0,1,3,100,5.1,0
1993-12-16 00:00:00,0,1,2.9,99.99,5.1,0.007
1993-12-16 01:00:00,0,1,2.6,99.97,4.6,0
1993-12-16 02:00:00,0,0.875,2.8,100,3.1,0
1993-12-16 03:00:00,0,0.875,3.5,100,4.6,0
1993-12-16 04:00:00,0,1,3.7,88.6,6.2,0
1993-12-16 05:00:00,0,1,3.4,91.9,2.1,0
1993-12-16 06:00:00,0,1,3.6,91.25,4.1,0
1993-12-16 07:00:00,0,1,3.3,96.56,5.1,0
1993-12-16 08:00:00,0,0.875,3.2,95.81,5.7,0
1993-12-16 09:00:00,16.68,0.875,2.5,98.63,5.7,0
1993-12-16 10:00:00,102.86,0.875,3.4,95.88,4.6,0
1993-12-16 11:00:00,278,0.5,5.1,73.16,6.7,0
1993-12-16 12:00:00,255.76,0.625,5.4,70.2,6.2,6e-04
1993-12-16 13:00:00,339.16,0.75,5.2,68.35,6.7,0
1993-12-16 14:00:00,227.96,0.875,5.1,66.09,7.2,0
1993-12-16 15:00:00,77.84,0.875,4.1,76.86,5.1,0
1993-12-16 16:00:00,16.68,0.875,2.7,97.91,3.1,0
1993-12-16 17:00:00,0,0.75,2.8,92.4,4.6,0
1993-12-16 18:00:00,0,0.875,2.6,92.5,5.7,4e-04
1993-12-16 19:00:00,0,0.5,3.1,81.28,5.1,0
1993-12-16 20:00:00,0,0.875,3.1,82.99,6.2,0
1993-12-16 21:00:00,0,1,3.6,74.54,6.7,0
1993-12-16 22:00:00,0,1,3.9,72.49,4.6,0
1993-12-16 23:00:00,0,1,3.3,81.31,5.1,0
1993-12-17 00:00:00,0,1,2.4,96.44,5.1,2e-04
1993-12-17 01:00:00,0,1,2.8,97.22,5.7,0
1993-12-17 02:00:00,0,1,3.1,91.77,5.7,0
1993-12-17 03:00:00,0,1,3,95.86,6.2,0
1993-12-17 04:00:00,0,1,3,93.08,5.7,0
1993-12-17 05:00:00,0,0.875,2.5,96.44,5.1,0
1993-12-17 06:00:00,0,1,2.7,95.08,3.1,2e-04
1993-12-17 07:00:00,0,1,3,97.18,3.6,0
1993-12-17 08:00:00,0,1,3.4,93.19,5.7,0
1993-12-17 09:00:00,13.9,1,3.6,95.93,5.7,0
1993-12-17 10:00:00,36.14,1,4.3,92.54,5.7,0
1993-12-17 11:00:00,41.7,1,4.3,95.91,4.6,0
1993-12-17 12:00:00,27.8,1,4.8,93.9,7.7,0.001
1993-12-17 13:00:00,55.6,1,5.2,92,6.7,0
1993-12-17 14:00:00,41.7,1,5.4,92.07,5.1,0
1993-12-17 15:00:00,19.46,1,5.7,88.87,6.7,0
1993-12-17 16:00:00,11.12,1,5.9,87.65,7.7,0
1993-12-17 17:00:00,0,1,6.3,85.89,7.7,0
1993-12-17 18:00:00,0,1,6.2,88.28,6.7,0.001
1993-12-17 19:00:00,0,1,6.7,85.91,6.2,0
1993-12-17 20:00:00,0,1,6.8,85.32,7.7,0
1993-12-17 21:00:00,0,1,7,82.96,4.6,0
1993-12-17 22:00:00,0,1,7.1,81.3,3.1,0
1993-12-17 23:00:00,0,1,7.3,77.95,3.6,0
1993-12-18 00:00:00,0,1,7.4,77.42,5.7,0
1993-12-18 01:00:00,0,1,7,82.96,4.6,0
1993-12-18 02:00:00,0,1,7,82.96,4.6,0
1993-12-18 03:00:00,0,1,7.1,82.99,3.1,0
1993-12-18 04:00:00,0,1,7,82.46,3.1,0
1993-12-18 05:00:00,0,1,7,81.26,2.6,0
1993-12-18 06:00:00,0,1,6.7,82.95,2.6,0
1993-12-18 07:00:00,0,0.875,6.3,84.63,1,0
1993-12-18 08:00:00,0,0.875,6,85.87,1,0
1993-12-18 09:00:00,25.02,0.875,6.1,87.72,1.5,0
1993-12-18 10:00:00,66.72,0.875,7,83.56,1,0
1993-12-18 11:00:00,113.98,0.875,7.4,83.64,1.5,0
1993-12-18 12:00:00,150.12,0.875,8.1,77.52,1,0
1993-12-18 13:00:00,158.46,0.875,8.1,79.75,1,0
1993-12-18 14:00:00,102.86,0.875,8,77.03,1,0
1993-12-18 15:00:00,50.04,0.875,8.1,75.39,1.5,0
1993-12-18 16:00:00,22.24,0.75,7.9,69.18,2.1,0
1993-12-18 17:00:00,0,0.375,6.8,71.44,1.5,0
1993-12-18 18:00:00,0,0.25,5.5,77.03,1.5,0
1993-12-18 19:00:00,0,0.875,4.6,82.01,2.1,0
1993-12-18 20:00:00,0,0.875,4.5,85.08,1.5,0
1993-12-18 21:00:00,0,0.75,4.3,87.48,0.5,0
1993-12-18 22:00:00,0,0.125,4.2,87.49,0,0
1993-12-18 23:00:00,0,0.125,4.1,91.28,1,0
1993-12-19 00:00:00,0,0,3.7,91.87,1,0
1993-12-19 01:00:00,0,0,2.5,96.44,1.5,0
1993-12-19 02:00:00,0,0,2.4,100,1,0
1993-12-19 03:00:00,0,0.125,2.2,100,1.5,0
1993-12-19 04:00:00,0,0.25,2,99.93,0.5,0
1993-12-19 05:00:00,0,0.125,1.5,100,1.5,0
1993-12-19 06:00:00,0,0.375,2.9,99.99,2.6,0
1993-12-19 07:00:00,0,0.75,3.5,91.26,2.6,0
1993-12-19 08:00:00,0,0.875,3.5,89.86,1,0
1993-12-19 09:00:00,33.36,0.875,3.9,88.73,1.5,0
1993-12-19 10:00:00,139,0.875,6.5,67.96,3.1,0
1993-12-19 11:00:00,41.7,1,6.6,63.18,2.6,0
1993-12-19 12:00:00,38.92,1,6.8,61,3.1,0
1993-12-19 13:00:00,25.02,1,6.2,73.92,2.1,0
1993-12-19 14:00:00,13.9,1,5.7,88.21,1,0
1993-12-19 15:00:00,11.12,1,5.9,90.13,1,0
1993-12-19 16:00:00,2.78,1,5.5,99.42,1.5,0
1993-12-19 17:00:00,0,1,5.7,100,1.5,0
1993-12-19 18:00:00,0,1,5.9,100,1.5,0.003
1993-12-19 19:00:00,0,1,5.8,100,1,0
1993-12-19 20:00:00,0,1,8.1,100,3.6,0
1993-12-19 21:00:00,0,1,8.6,99.5,4.1,0
1993-12-19 22:00:00,0,1,9.2,98.83,5.7,0
1993-12-19 23:00:00,0,1,9.5,98.8,6.7,0
1993-12-20 00:00:00,0,1,9.8,98.15,6.2,7e-04
1993-12-20 01:00:00,0,1,9.9,98.16,5.7,0
1993-12-20 02:00:00,0,1,10.1,98.15,4.6,0
1993-12-20 03:00:00,0,1,10.6,95.56,7.2,0
1993-12-20 04:00:00,0,1,10.7,93.05,6.2,0
1993-12-20 05:00:00,0,1,10.6,98.85,6.7,0
1993-12-20 06:00:00,0,1,10.8,99.48,6.7,3e-04
1993-12-20 07:00:00,0,1,11.1,98.88,8.7,0
1993-12-20 08:00:00,0,1,12.4,83.73,9.3,0
1993-12-20 09:00:00,8.34,1,13.3,71.86,9.3,0
1993-12-20 10:00:00,22.24,0.875,14,63.27,9.3,0
1993-12-20 11:00:00,86.18,1,15.2,55.36,8.7,0
1993-12-20 12:00:00,169.58,0.875,15.1,54.2,8.2,2e-04
1993-12-20 13:00:00,211.28,0.875,15.8,51.83,10.8,0
1993-12-20 14:00:00,158.46,0.875,15.8,51.16,10.3,0
1993-12-20 15:00:00,66.72,0.875,14.8,58,10.3,0
1993-12-20 16:00:00,30.58,0.875,14.3,61.62,11.3,0
1993-12-20 17:00:00,0,0.875,13.7,67.2,8.7,0
1993-12-20 18:00:00,0,0.875,13.8,67.21,7.7,0
1993-12-20 19:00:00,0,0.875,14,64.08,7.7,0
1993-12-20 20:00:00,0,0.875,14,62.39,8.7,0
1993-12-20 21:00:00,0,0.875,13.6,64.93,8.7,0
1993-12-20 22:00:00,0,0.625,13.8,62.32,10.8,0
1993-12-20 23:00:00,0,0.625,13.3,63.92,9.3,0
1993-12-21 00:00:00,0,0.875,13,63.84,6.7,0
1993-12-21 01:00:00,0,0.75,13,61.7,6.2,0
1993-12-21 02:00:00,0,1,13.4,58.48,7.7,0
1993-12-21 03:00:00,0,1,13.6,56.5,7.2,0
1993-12-21 04:00:00,0,1,10.5,94.93,8.7,0
1993-12-21 05:00:00,0,1,10.2,86.38,11.3,0
1993-12-21 06:00:00,0,1,10.6,83.49,7.7,0.006
1993-12-21 07:00:00,0,0.875,8.3,94.87,6.2,0
1993-12-21 08:00:00,0,0.875,8,75.34,7.2,0
1993-12-21 09:00:00,19.46,1,8.1,74.37,5.7,0
1993-12-21 10:00:00,44.48,0.875,8.3,78.13,4.1,0
1993-12-21 11:00:00,202.94,0.875,9.9,56.35,8.7,0
1993-12-21 12:00:00,236.3,0.875,9.9,57.91,8.2,0.005
1993-12-21 13:00:00,325.26,0.75,9.2,57.77,9.8,0
1993-12-21 14:00:00,175.14,0.625,8.3,57.91,9.3,0
1993-12-21 15:00:00,91.74,0.625,7.5,56.51,8.2,0
1993-12-21 16:00:00,30.58,0.5,7.1,55.49,8.2,0
1993-12-21 17:00:00,0,0.875,4.9,79.27,10.3,0
1993-12-21 18:00:00,0,0.5,3.4,92.55,9.8,0
1993-12-21 19:00:00,0,1,3.4,80.74,6.7,0
1993-12-21 20:00:00,0,0.875,3.4,74.45,7.7,0
1993-12-21 21:00:00,0,0.875,3.8,72.38,7.7,0
1993-12-21 22:00:00,0,0.875,2.7,79.98,5.7,0
1993-12-21 23:00:00,0,0.875,2.6,77.69,6.7,0
1993-12-22 00:00:00,0,0.875,2,78.67,6.7,0
1993-12-22 01:00:00,0,0.875,1.5,74.63,6.7,0
1993-12-22 02:00:00,0,1,1.1,76.8,6.2,0
1993-12-22 03:00:00,0,0.75,1.2,67.69,5.7,0
1993-12-22 04:00:00,0,0.75,1.5,61.41,5.1,0
1993-12-22 05:00:00,0,0.875,1.7,65.31,6.2,0
1993-12-22 06:00:00,0,1,1.7,67.77,7.2,0
1993-12-22 07:00:00,0,0.875,0.7,86.35,5.7,0
1993-12-22 08:00:00,0,0.875,1.4,82.71,5.1,0
1993-12-22 09:00:00,25.02,0.875,2,80.51,6.2,0
1993-12-22 10:00:00,80.62,1,2.7,76.61,6.7,0
1993-12-22 11:00:00,122.32,1,3.4,70.72,7.7,0
1993-12-22 12:00:00,152.9,0.875,3.9,66.3,6.2,0
1993-12-22 13:00:00,202.94,1,4.6,62.18,6.2,0
1993-12-22 14:00:00,161.24,1,4.6,61.12,6,0
1993-12-22 15:00:00,86.18,1,4.5,60.36,5.7,0
1993-12-22 16:00:00,30.58,1,3.9,63.94,4.6,0
1993-12-22 17:00:00,0,1,4,63.99,5.7,0
1993-12-22 18:00:00,0,1,3.7,68.74,4.1,0
1993-12-22 19:00:00,0,1,3.5,72.9,3.6,0
1993-12-22 20:00:00,0,1,3.3,74.97,3.6,0
1993-12-22 21:00:00,0,1,2.8,86.64,2.6,0
1993-12-22 22:00:00,0,1,3,89.91,2.6,0
1993-12-22 23:00:00,0,1,2.3,100,3.6,0
1993-12-23 00:00:00,0,1,2.9,99.99,8.2,0.002
1993-12-23 01:00:00,0,1,3.6,96.57,8.7,0
1993-12-23 02:00:00,0,0.75,3.6,97.2,7.2,0
1993-12-23 03:00:00,0,0.875,3.9,93.19,7.7,0
1993-12-23 04:00:00,0,0.625,4.3,90.61,7.2,0
1993-12-23 05:00:00,0,0.5,4.4,84.36,7.2,0
1993-12-23 06:00:00,0,1,4.6,81.42,7.7,0.001
1993-12-23 07:00:00,0,1,3.8,93.85,4.6,0
1993-12-23 08:00:00,0,0.625,2.3,100,1.5,0
1993-12-23 09:00:00,41.7,0.875,3,100,4.1,0
1993-12-23 10:00:00,175.14,0.875,4.8,86.92,4.6,0
1993-12-23 11:00:00,314.14,0.875,4.5,88.17,4.6,0
1993-12-23 12:00:00,180.7,1,4.4,86.87,5.1,0.003
1993-12-23 13:00:00,86.18,0.875,3.4,97.29,3.1,0
1993-12-23 14:00:00,122.32,0.75,4.7,91.28,2.1,0
1993-12-23 15:00:00,152.9,0.875,4.4,89.38,1.5,0
1993-12-23 16:00:00,33.36,0.875,4.2,83.73,3.6,0
1993-12-23 17:00:00,0,0.75,3.8,84.36,1.5,0
1993-12-23 18:00:00,0,0.875,3.2,86.7,1,0
1993-12-23 19:00:00,0,0.875,3.7,84.96,2.6,0
1993-12-23 20:00:00,0,0.875,3.4,84.33,1,0
1993-12-23 21:00:00,0,1,3.4,84.33,1,0
1993-12-23 22:00:00,0,1,3.1,84.17,1,0
1993-12-23 23:00:00,0,1,3.1,86.13,1,0
1993-12-24 00:00:00,0,1,2.9,91.75,0,0
1993-12-24 01:00:00,0,1,3.2,92.56,1.5,0
1993-12-24 02:00:00,0,1,3,95.86,2.6,0
1993-12-24 03:00:00,0,1,3.6,85.56,3.6,0
1993-12-24 04:00:00,0,1,4,83.18,3.6,0
1993-12-24 05:00:00,0,1,2.9,94.54,3.6,0
1993-12-24 06:00:00,0,1,2.4,100,3.1,6e-04
1993-12-24 07:00:00,0,1,3.2,99.98,6.2,0
1993-12-24 08:00:00,0,1,3.8,95.22,4.6,0
1993-12-24 09:00:00,8.34,1,3.5,98.65,4.6,0
1993-12-24 10:00:00,8.34,1,1.7,99.92,4.6,0
1993-12-24 11:00:00,44.48,1,2,95.11,5.7,0
1993-12-24 12:00:00,61.16,1,2.2,86.64,6.7,0.003
1993-12-24 13:00:00,83.4,1,2.1,80.5,5.7,0
1993-12-24 14:00:00,63.94,1,1.9,78.09,5.1,0
1993-12-24 15:00:00,36.14,1,1.7,72.99,4.6,0
1993-12-24 16:00:00,11.12,0.875,0.8,81.41,4.1,0
1993-12-24 17:00:00,0,1,0.4,88.88,2.6,0
1993-12-24 18:00:00,0,1,0.5,93.61,4.6,0
1993-12-24 19:00:00,0,0.875,-0.1,99.9,3.1,0
1993-12-24 20:00:00,0,0.875,-0.3,98.52,2.3,0
1993-12-24 21:00:00,0,0.875,-0.5,97.08,1.5,0
1993-12-24 22:00:00,0,0.75,-0.1,94.96,4.1,0
1993-12-24 23:00:00,0,0.875,0.1,95.7,4.1,0
